CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,H_MALE,H_FEMALE
Denton,7,69932,34164,35768,24945,24719,4321,5337,242,339,3772,4370,80,71,782,954,26758,28617,7371,7151
Denton,8,71475,34976,36499,25420,25219,4223,5032,286,253,4267,5221,65,46,702,741,27576,29510,7381,6994
Denton,9,68919,33645,35274,24018,24785,3896,4531,238,276,4815,4910,42,41,607,760,26547,28057,7047,7222
Denton,10,70109,34907,35202,25750,25846,3688,4317,360,292,4454,4199,50,18,571,564,28322,28868,6503,6339
Denton,11,60879,30737,30142,24146,23337,2903,3246,216,308,3040,2797,56,33,355,442,25647,25233,5053,4914
Denton,12,59367,29116,30251,23646,24163,2652,3124,215,197,2186,2376,26,34,376,372,25279,26226,3811,4040
Denton,13,47694,22941,24753,19018,19980,1833,2322,167,199,1666,1916,19,21,227,326,20327,21942,2603,2817
Denton,14,34921,16098,18823,13530,15680,1121,1484,95,151,1151,1315,16,16,181,181,14623,17018,1461,1804
Denton,15,28244,12898,15346,11171,13204,622,903,130,130,860,974,12,7,89,142,11818,14027,1056,1323
Denton,16,18396,8116,10280,7133,9077,299,403,59,48,543,682,6,6,73,67,7491,9505,619,776
Denton,17,9953,4327,5626,3760,4899,155,244,17,43,366,389,7,1,22,50,4009,5149,314,477
Denton,18,8517,3181,5336,2849,4772,74,222,12,20,213,282,4,3,25,41,2918,4889,257,448
DeWitt,5,951,501,450,428,393,57,47,4,2,2,4,0,0,9,5,308,237,191,215
DeWitt,6,1091,583,508,500,446,57,42,9,8,3,9,0,0,10,7,329,318,248,190
DeWitt,7,1320,792,528,674,486,105,26,3,5,3,2,0,0,4,12,476,302,314,226
DeWitt,8,1320,787,533,631,483,118,38,21,7,0,5,3,0,12,2,394,278,388,257
DeWitt,9,1296,780,516,655,464,113,39,8,6,3,3,1,0,0,4,459,327,321,190
DeWitt,10,1162,701,461,581,436,96,24,9,2,5,1,1,0,6,1,427,280,271,188
DeWitt,11,1217,651,566,566,497,68,52,8,10,3,2,2,0,3,6,397,395,254,171
DeWitt,12,1443,790,653,684,596,80,38,12,9,2,12,0,0,7,3,553,472,232,182
DeWitt,13,1378,687,691,616,629,55,59,7,2,4,2,0,0,3,1,511,508,173,183
DeWitt,14,1177,554,623,480,571,53,43,8,1,3,0,0,0,9,9,429,494,122,129
DeWitt,15,1044,493,551,444,493,36,36,6,7,1,9,0,0,4,8,424,441,69,110
DeWitt,16,753,328,425,308,382,17,33,4,4,0,1,0,0,0,4,254,342,75,83
DeWitt,17,559,227,332,212,313,9,13,2,4,0,1,0,0,4,1,193,271,33,61
DeWitt,18,574,193,381,175,350,16,21,2,3,0,2,0,0,0,5,150,307,34,74
Dickens,5,131,87,44,55,41,19,1,6,0,4,0,0,0,1,4,53,23,33,22
Dickens,6,174,127,47,104,42,14,1,4,0,0,4,0,0,4,1,53,37,73,10
Dickens,7,122,94,28,74,23,16,1,0,0,5,1,0,0,0,2,60,17,35,11
Dickens,8,129,92,37,70,38,4,1,0,0,0,0,0,0,16,0,31,19,54,19
Dickens,9,149,85,64,68,56,11,4,3,1,1,4,0,0,1,0,48,45,36,19
Dickens,10,143,79,64,68,57,4,1,2,1,4,1,0,1,0,4,61,55,17,10
Dickens,11,97,49,48,43,46,5,1,0,1,0,0,0,0,1,0,33,39,14,9
Dickens,12,140,65,75,51,75,2,1,9,0,1,1,0,0,0,0,44,60,15,15
Dickens,13,168,94,74,74,63,3,1,3,16,4,1,0,0,1,2,71,56,13,20
Dickens,14,161,89,72,87,67,0,3,0,1,0,1,0,0,2,0,77,56,12,17
Dickens,15,132,53,79,46,72,2,0,1,1,0,0,0,0,2,8,44,68,7,11
Dickens,16,129,52,77,51,77,0,0,0,0,1,0,0,0,0,0,49,72,3,4
Dickens,17,86,40,46,34,44,5,2,1,0,0,0,0,0,0,0,36,42,9,4
Dickens,18,50,26,24,20,20,0,0,4,3,0,0,0,1,1,1,23,21,2,3
Dimmit,5,620,283,337,262,321,10,7,0,0,8,3,0,0,3,6,22,31,260,306
Dimmit,6,629,322,307,306,286,1,4,3,8,0,5,0,0,8,8,26,25,290,283
Dimmit,7,632,336,296,307,281,12,12,4,1,8,2,0,1,1,3,40,21,285,276
Dimmit,8,567,284,283,269,276,2,1,0,4,2,1,0,0,12,0,46,35,235,247
Dimmit,9,613,309,304,290,301,17,4,0,0,0,0,0,0,0,1,42,31,261,273
Dimmit,10,556,285,271,270,259,8,4,6,4,1,3,0,0,0,1,44,36,238,235
Dimmit,11,481,202,279,200,265,1,4,0,2,2,6,0,0,0,1,19,37,182,242
Dimmit,12,543,274,269,256,254,5,6,3,8,5,1,0,0,4,1,49,37,222,232
Dimmit,13,489,261,228,243,218,7,7,6,0,3,2,0,1,1,1,63,29,198,199
Dimmit,14,509,221,288,198,277,4,8,5,0,8,4,0,0,4,1,32,50,186,239
Dimmit,15,508,223,285,219,274,0,1,0,1,4,1,0,0,0,8,40,41,183,244
Dimmit,16,332,156,176,152,172,2,1,0,4,0,1,0,0,0,0,29,32,126,144
Dimmit,17,198,75,123,71,115,1,4,4,2,0,0,0,0,0,1,14,12,62,111
Dimmit,18,262,100,162,96,153,0,4,3,3,1,1,0,0,0,1,18,35,83,128
Donley,5,200,110,90,101,73,8,11,1,2,0,3,0,0,0,1,94,75,14,14
Donley,6,172,90,82,81,66,4,10,1,3,4,1,0,0,1,1,74,75,24,8
Donley,7,124,58,66,54,61,2,2,0,0,0,0,0,0,3,2,38,62,21,6
Donley,8,159,91,68,82,64,5,2,1,1,0,4,0,0,0,0,71,57,18,11
Donley,9,190,77,113,75,101,1,9,1,1,0,0,0,0,1,1,68,93,9,20
Donley,10,162,82,80,63,75,10,12,0,0,1,0,0,0,1,0,65,77,10,3
Donley,11,129,67,62,52,56,12,2,0,2,1,2,1,0,1,0,53,58,12,4
Donley,12,255,120,135,116,122,3,6,0,1,2,0,0,1,0,4,109,128,10,8
Donley,13,238,112,126,95,115,3,6,12,2,0,0,0,0,4,1,99,113,12,14
Donley,14,241,119,122,110,115,3,8,4,0,0,1,0,0,0,0,110,122,6,0
Donley,15,235,118,117,99,110,16,0,1,8,1,0,0,0,0,0,102,113,9,4
Donley,16,170,65,105,60,99,2,5,1,0,0,0,0,0,2,1,63,101,4,4
Donley,17,111,51,60,50,59,0,0,0,0,0,0,0,0,1,1,46,60,3,0
Donley,18,80,42,38,33,32,9,4,0,1,0,0,0,0,1,0,39,38,0,0
Duval,5,802,456,346,421,329,14,4,5,9,1,2,4,0,7,6,68,21,385,325
Duval,6,841,483,358,462,352,11,3,6,0,2,2,0,0,2,1,55,20,428,338
Duval,7,620,339,281,323,276,8,4,4,2,0,1,1,0,0,1,30,22,304,260
Duval,8,697,358,339,336,331,8,0,1,2,0,9,0,0,9,1,23,22,328,317
Duval,9,608,335,273,320,265,12,1,2,3,2,1,0,1,1,0,52,27,288,246
Duval,10,626,342,284,308,274,16,0,6,6,4,4,0,0,8,0,66,27,274,257
Duval,11,545,271,274,246,266,13,1,4,8,3,0,0,0,3,1,40,14,229,260
Duval,12,665,330,335,317,326,8,4,1,2,3,1,1,1,0,1,57,28,272,307
Duval,13,577,285,292,266,289,4,0,12,0,0,1,0,0,4,1,27,27,256,265
Duval,14,518,264,254,256,254,4,0,1,0,0,2,0,0,1,0,44,41,220,213
Duval,15,499,232,267,226,258,0,4,2,1,2,3,0,0,1,2,27,31,205,235
Duval,16,491,219,272,215,262,1,0,1,7,1,4,0,0,0,0,32,38,190,234
Duval,17,292,123,169,122,168,0,0,0,1,0,0,0,0,1,0,16,30,107,140
Duval,18,252,103,149,102,148,1,0,0,1,0,0,0,0,0,0,27,25,76,124
Eastland,5,1162,646,516,555,475,60,22,17,12,6,2,0,0,8,5,454,389,193,127
Eastland,6,1059,540,519,508,492,16,7,12,3,0,4,0,0,2,15,407,404,129,115
Eastland,7,956,522,434,491,405,7,7,7,6,8,12,0,0,9,4,389,350,129,84
Eastland,8,955,458,497,426,487,11,3,4,4,4,7,1,0,5,3,365,371,85,133
Eastland,9,1011,504,507,477,462,6,21,9,16,1,6,1,1,1,10,391,434,102,74
Eastland,10,948,471,477,451,458,4,2,6,5,6,8,0,0,4,4,387,409,84,69
Eastland,11,1050,521,529,499,525,11,1,3,2,3,3,0,1,1,1,410,439,106,92
Eastland,12,1170,564,606,543,574,1,12,10,10,2,8,1,0,4,5,473,524,85,82
Eastland,13,1447,716,731,686,689,6,15,15,5,3,7,0,1,7,13,628,660,89,73
Eastland,14,1248,609,639,573,629,9,3,14,3,4,3,1,1,6,2,539,583,67,58
Eastland,15,1048,497,551,480,534,3,0,4,5,0,2,1,1,8,10,467,533,29,19
Eastland,16,743,353,390,329,380,4,4,12,4,0,0,0,0,7,3,340,367,10,23
Eastland,17,560,278,282,268,271,1,0,2,2,1,4,4,0,2,5,265,274,13,8
Eastland,18,511,191,320,189,308,1,4,1,3,0,1,0,0,1,3,181,312,11,8
Ector,5,12336,6378,5958,5694,5314,368,302,128,83,65,74,10,88,111,99,1881,1765,4497,4194
Ector,6,14712,7929,6783,6930,6044,596,323,87,160,120,172,20,10,154,96,2664,2206,5224,4579
Ector,7,14272,7763,6509,6924,5833,468,388,171,95,104,124,24,7,67,67,2548,2325,5221,4188
Ector,8,12763,6900,5863,6080,5219,490,358,111,82,107,109,22,19,88,78,2458,2176,4424,3689
Ector,9,10512,5798,4714,5172,4225,373,288,104,69,83,84,19,13,45,37,2070,1646,3726,3068
Ector,10,9356,4674,4682,4185,4235,245,240,88,60,86,95,11,8,56,47,1664,1670,3006,3019
Ector,11,8215,4145,4070,3785,3761,194,164,44,28,63,80,16,12,38,30,1570,1654,2576,2419
Ector,12,8366,4293,4073,3883,3734,227,201,94,58,33,38,17,10,38,33,2030,1946,2265,2136
Ector,13,7681,3784,3897,3479,3542,168,182,61,60,47,62,0,8,29,43,2104,2099,1680,1800
Ector,14,5636,2725,2911,2466,2674,129,142,57,43,41,35,3,2,28,16,1513,1633,1212,1278
Ector,15,4214,1983,2231,1863,2076,70,89,27,26,9,20,3,0,11,20,1177,1299,804,934
Ector,16,2844,1249,1595,1151,1492,35,57,36,20,13,16,4,2,8,10,758,995,486,602
Ector,17,1943,800,1143,724,1066,37,54,15,12,11,4,0,0,12,8,488,803,309,340
Ector,18,1694,566,1128,514,1032,22,57,10,15,7,7,0,2,11,17,370,806,194,322
Edwards,5,76,36,40,34,30,0,1,2,7,0,1,0,0,1,0,11,19,28,24
Edwards,6,98,53,45,49,38,3,5,1,1,0,0,0,0,1,0,15,9,39,36
Edwards,7,92,70,22,69,23,0,0,0,0,0,0,0,0,0,0,14,11,53,12
Edwards,8,95,52,43,46,40,0,0,2,4,0,0,0,0,2,1,14,24,40,21
Edwards,9,96,44,52,44,49,1,1,0,0,0,1,0,0,0,0,17,24,28,29
Edwards,10,100,48,52,43,50,0,1,4,1,1,0,0,0,0,0,16,17,32,36
Edwards,11,88,42,46,41,45,0,0,0,0,0,1,0,0,1,0,18,20,24,26
Edwards,12,140,75,65,68,61,0,0,2,8,1,0,0,0,0,0,15,29,63,36
Edwards,13,166,85,81,84,72,1,2,3,3,0,0,0,0,0,1,56,54,33,28
Edwards,14,157,79,78,74,70,0,3,2,1,0,4,0,0,2,1,49,57,29,21
Edwards,15,163,85,78,88,69,0,1,0,2,1,0,0,0,0,2,58,46,32,32
Edwards,16,98,52,46,51,45,0,0,0,0,0,0,0,0,1,1,37,34,15,12
Edwards,17,79,45,34,44,34,1,0,0,0,0,0,0,0,0,0,24,27,21,8
Edwards,18,77,33,44,33,44,0,0,0,0,0,0,0,0,0,0,16,19,17,25
Ellis,5,11562,5973,5589,4837,4517,855,795,46,116,36,46,13,11,172,118,3848,3646,2101,1943
Ellis,6,11918,5972,5946,4982,4892,770,769,49,46,36,76,5,24,115,154,3948,3899,2009,2051
Ellis,7,12998,6424,6574,5330,5482,862,864,59,65,51,66,10,8,107,94,4227,4615,2182,1959
Ellis,8,13346,6436,6910,5349,5590,863,1025,52,63,60,125,4,11,97,107,4339,4864,2073,2048
Ellis,9,12392,6201,6191,5179,5034,827,915,53,69,57,57,4,11,77,109,4393,4463,1801,1728
Ellis,10,12594,6013,6581,4853,5320,960,1085,54,41,53,54,10,8,72,84,4469,5071,1520,1511
Ellis,11,12113,6148,5965,5153,4836,829,943,38,44,51,73,9,4,57,76,4648,4657,1485,1308
Ellis,12,12457,6082,6375,5135,5384,771,822,64,49,34,87,0,6,68,37,5023,5297,1039,1085
Ellis,13,10896,5386,5510,4653,4710,584,655,62,40,24,52,17,9,41,49,4498,4760,886,750
Ellis,14,8858,4082,4776,3542,4074,432,562,21,40,33,52,0,2,50,50,3505,4185,572,591
Ellis,15,7084,3313,3771,2928,3309,320,365,26,18,15,41,5,1,18,38,2911,3370,396,401
Ellis,16,4580,2077,2503,1878,2245,139,193,25,21,12,25,0,1,21,20,1847,2258,225,245
Ellis,17,2813,1155,1658,1047,1524,73,104,5,3,5,9,4,1,18,20,1024,1516,127,142
Ellis,18,2338,867,1471,813,1350,37,85,0,16,10,5,0,1,7,14,765,1366,101,106
El,5,68461,37157,31304,33124,28671,2330,1316,433,381,432,361,112,56,723,522,8707,4536,28446,26769
El,6,70044,37069,32975,32748,30145,2584,1454,425,382,531,433,88,62,689,503,8318,5397,28743,27581
El,7,59784,31171,28613,27740,25972,1913,1205,378,321,563,631,69,78,505,409,6623,4955,24531,23659
El,8,56389,28881,27508,25814,25023,1633,1090,440,359,499,588,129,93,363,358,5962,4470,22915,23039
El,9,48024,23876,24148,21441,22180,1249,818,346,269,367,453,92,90,372,347,4475,3327,19386,20821
El,10,50763,24301,26462,22121,24827,1122,738,324,233,455,411,60,47,217,208,4175,3272,20128,23191
El,11,44619,21084,23535,19389,22147,931,610,211,222,309,369,44,31,198,158,4138,3033,16946,20506
El,12,45685,21158,24527,19718,23141,816,598,202,260,229,296,19,57,172,177,4217,3597,16937,20931
El,13,42247,19349,22898,17920,21613,770,570,231,199,236,313,31,24,159,181,4051,3588,15299,19318
El,14,34485,15579,18906,14619,17895,501,447,141,181,143,258,36,12,137,115,3518,3312,12055,15596
El,15,27778,12673,15105,11946,14361,373,273,97,129,186,247,17,23,53,73,3089,2819,9579,12288
El,16,18788,7925,10863,7555,10263,210,274,36,73,55,173,15,16,52,66,2021,2244,5896,8619
El,17,13642,5408,8234,5142,7868,143,150,38,45,49,124,7,4,26,46,1335,1609,4068,6626
El,18,13532,4737,8795,4456,8303,153,200,44,68,30,187,1,9,47,34,1107,1858,3622,6938
Erath,5,5596,2810,2786,2540,2591,132,102,32,32,28,22,4,8,70,35,2264,2336,542,450
Erath,6,2983,1538,1445,1356,1304,62,54,33,56,40,24,0,2,32,20,1124,1104,394,341
Erath,7,2550,1206,1344,1120,1298,32,11,17,17,15,7,0,2,18,13,845,967,357,377
Erath,8,2315,1213,1102,1130,1034,28,13,15,21,16,28,2,0,21,7,874,852,336,251
Erath,9,2260,1116,1144,1054,1082,15,33,18,12,14,8,0,2,9,13,837,882,272,262
Erath,10,2058,959,1099,906,1061,11,2,11,17,19,11,0,4,10,6,773,813,182,286
Erath,11,2163,1085,1078,1019,1023,11,12,24,27,13,8,0,0,15,11,797,873,285,205
Erath,12,2469,1218,1251,1162,1203,13,21,20,6,8,8,1,1,13,13,952,1061,266,191
Erath,13,2331,1140,1191,1064,1178,15,2,31,5,9,3,1,0,17,6,941,1059,194,133
Erath,14,2092,999,1093,955,1052,8,16,10,6,4,3,0,0,16,22,898,1010,95,84
Erath,15,1666,782,884,760,853,1,3,12,10,2,7,3,1,4,10,679,834,110,50
Erath,16,1190,590,600,572,585,1,0,3,8,4,2,0,0,7,8,560,586,29,14
Erath,17,737,337,400,325,386,4,1,4,0,0,4,0,0,5,8,315,383,26,17
Erath,18,818,305,513,297,497,0,0,5,6,0,0,0,1,3,9,285,485,20,28
Falls,5,1118,563,555,348,346,176,176,13,6,4,10,1,3,20,15,394,378,169,178
Falls,6,1236,543,693,359,416,165,247,2,6,4,3,4,1,8,21,384,499,159,194
Falls,7,1348,619,729,445,510,156,198,8,7,5,6,0,4,4,5,393,526,223,203
Falls,8,1078,446,632,327,440,97,184,7,5,1,5,1,0,10,1,318,460,125,175
Falls,9,990,417,573,318,424,83,128,3,6,0,6,1,1,11,9,288,456,125,117
Falls,10,998,425,573,318,406,83,156,6,9,9,2,0,1,7,1,313,449,106,124
Falls,11,990,463,527,322,348,128,172,3,1,4,2,0,0,3,7,340,428,119,99
Falls,12,1243,615,628,460,487,135,125,8,8,8,2,0,1,5,4,482,537,131,91
Falls,13,1068,528,540,414,418,99,97,4,17,4,4,1,1,4,5,452,443,71,97
Falls,14,1006,504,502,374,398,107,90,8,4,3,0,0,3,3,16,438,449,55,53
Falls,15,880,441,439,368,348,58,85,5,6,1,0,1,0,6,2,377,398,62,41
Falls,16,621,294,327,233,250,46,66,4,3,1,2,0,0,8,8,261,302,31,25
Falls,17,442,209,233,179,185,23,39,4,4,1,4,0,1,1,1,188,215,21,18
Falls,18,393,164,229,144,159,17,66,1,4,0,1,0,0,1,0,143,209,20,20
Fannin,5,2028,1289,739,1012,703,196,23,20,10,15,5,0,0,38,6,1025,607,254,132
Fannin,6,2491,1516,975,1211,868,218,54,32,14,5,7,4,1,46,31,1203,842,312,133
Fannin,7,2325,1261,1064,1044,965,162,51,9,18,6,7,1,0,37,25,996,911,261,154
Fannin,8,2261,1318,943,1106,878,173,34,16,8,6,4,1,1,13,21,1101,849,214,95
Fannin,9,2132,1183,949,1023,863,126,24,14,14,10,33,0,0,9,16,968,816,213,133
Fannin,10,2386,1276,1110,1110,987,103,58,23,17,12,29,4,0,23,20,1109,982,163,132
Fannin,11,2282,1192,1090,1020,993,104,52,11,22,36,13,4,0,16,11,1073,1037,114,53
Fannin,12,2579,1338,1241,1188,1159,100,33,19,20,8,10,4,1,17,20,1221,1184,113,57
Fannin,13,2435,1259,1176,1153,1084,82,47,9,18,0,6,1,1,15,19,1184,1124,74,51
Fannin,14,1970,949,1021,848,946,56,47,24,17,5,0,0,1,12,14,914,987,28,34
Fannin,15,1853,900,953,823,900,38,32,11,7,4,4,1,0,22,11,879,935,18,18
Fannin,16,1328,625,703,589,665,20,26,7,3,0,0,0,0,9,9,612,682,16,22
Fannin,17,842,383,459,361,433,13,18,1,8,0,0,0,0,5,3,372,443,6,17
Fannin,18,704,304,400,287,378,10,12,5,4,1,1,0,0,1,5,297,380,6,22
Fayette,5,1265,629,636,541,559,59,38,5,21,5,2,0,2,15,18,436,408,187,230
Fayette,6,1299,692,607,617,513,50,73,10,8,8,1,0,0,4,15,528,425,157,182
Fayette,7,1194,576,618,504,568,54,35,2,4,4,6,0,2,10,5,430,424,146,194
Fayette,8,1392,671,721,611,649,34,51,18,9,3,8,1,0,1,7,430,469,240,253
Fayette,9,1237,655,582,576,545,51,23,15,6,1,6,2,1,7,4,477,439,174,143
Fayette,10,1351,696,655,629,571,40,56,14,18,6,4,0,1,6,6,533,488,160,169
Fayette,11,1316,651,665,601,595,26,42,8,19,4,4,0,1,8,8,479,531,165,134
Fayette,12,1953,938,1015,881,935,46,63,8,3,1,4,0,4,0,8,796,889,138,126
Fayette,13,2029,986,1043,910,967,47,53,14,13,4,12,1,0,4,4,859,927,121,116
Fayette,14,2034,1031,1003,966,926,49,71,11,0,1,1,0,0,3,6,920,910,111,95
Fayette,15,1750,876,874,815,843,47,21,4,7,0,1,0,0,10,2,801,830,71,44
Fayette,16,1364,646,718,628,690,12,18,6,4,0,0,0,1,0,5,600,674,41,45
Fayette,17,917,458,459,423,444,29,15,0,0,1,0,0,0,4,1,440,439,17,20
Fayette,18,913,320,593,300,551,9,33,2,3,1,4,0,0,7,3,304,574,15,19
Fisher,5,188,103,85,88,78,9,3,1,0,1,4,0,0,1,3,51,53,57,33
Fisher,6,226,121,105,112,86,4,6,2,1,0,1,0,0,2,12,84,71,35,34
Fisher,7,222,128,94,101,89,20,4,2,1,0,1,0,0,4,0,96,68,26,26
Fisher,8,197,87,110,78,98,3,2,0,4,1,3,0,0,4,4,54,66,32,44
Fisher,9,188,111,77,103,77,2,1,2,0,0,0,0,0,2,1,67,61,41,16
Fisher,10,220,108,112,94,100,9,9,1,1,0,0,0,0,4,2,69,78,35,34
Fisher,11,199,106,93,99,85,5,5,1,0,0,0,0,0,1,3,82,73,25,21
Fisher,12,285,147,138,130,124,11,4,0,8,0,2,0,0,5,1,110,100,32,38
Fisher,13,270,135,135,120,131,7,4,1,1,4,0,0,0,2,0,105,102,28,33
Fisher,14,330,156,174,144,169,1,1,8,4,0,0,0,0,2,1,109,133,44,41
Fisher,15,181,101,80,98,74,1,4,2,1,0,0,0,0,0,1,86,58,15,25
Fisher,16,145,68,77,63,72,2,3,2,1,0,0,0,0,1,1,53,67,16,10
Fisher,17,190,65,125,62,119,2,3,0,1,0,0,1,0,1,1,58,102,10,23
Fisher,18,134,62,72,62,61,0,5,1,3,0,0,0,0,0,2,57,47,6,26
Floyd,5,300,159,141,139,125,9,17,3,1,0,0,0,0,3,3,50,47,105,95
Floyd,6,344,173,171,154,142,14,3,0,2,1,2,0,0,1,25,64,47,103,124
Floyd,7,342,186,156,145,148,8,3,9,4,1,0,0,0,23,1,70,51,116,105
Floyd,8,357,176,181,169,169,4,4,2,4,0,0,0,0,1,4,58,64,119,117
Floyd,9,308,150,158,137,146,4,11,3,1,1,1,0,0,4,0,52,49,96,109
Floyd,10,358,196,162,167,147,9,8,3,5,3,1,0,1,13,1,75,72,119,90
Floyd,11,293,145,148,137,142,6,5,0,1,1,0,0,0,1,0,58,71,91,77
Floyd,12,365,194,171,163,160,10,7,16,4,4,0,0,0,0,1,111,84,73,88
Floyd,13,347,177,170,166,158,4,11,3,0,4,1,0,0,0,0,81,109,98,61
Floyd,14,312,165,147,156,131,0,11,5,4,1,4,0,0,0,0,89,81,70,66
Floyd,15,235,104,131,92,126,5,3,1,0,0,0,0,0,4,4,57,84,45,47
Floyd,16,204,87,117,85,110,0,2,2,2,1,1,0,0,0,1,63,78,25,40
Floyd,17,166,79,87,72,83,6,4,1,0,0,0,0,0,0,0,52,70,28,17
Floyd,18,151,75,76,74,70,0,5,1,0,0,0,0,0,0,1,44,67,31,9
Foard,5,36,18,18,13,12,1,6,0,0,0,0,0,0,4,0,10,13,6,5
Foard,6,76,40,36,40,35,0,1,0,0,0,0,0,0,0,0,32,29,7,8
Foard,7,39,18,21,16,16,0,1,0,1,0,3,0,0,2,0,15,17,3,4
Foard,8,69,33,36,23,35,9,2,0,0,0,0,0,0,0,0,15,27,11,8
Foard,9,40,17,23,15,19,0,1,2,1,0,0,0,0,1,1,20,15,2,8
Foard,10,60,24,36,22,34,1,1,0,0,1,1,0,0,0,0,20,32,5,4
Foard,11,67,40,27,38,25,2,1,0,0,0,1,0,0,0,0,27,20,13,7
Foard,12,119,59,60,58,58,1,1,0,1,0,0,0,0,0,0,44,51,15,9
Foard,13,82,39,43,35,42,2,1,0,0,0,0,0,0,2,0,35,36,6,7
Foard,14,67,42,25,39,25,2,0,0,0,1,0,0,0,0,0,37,25,9,1
Foard,15,71,30,41,29,40,0,0,0,1,0,1,0,0,0,0,26,32,2,9
Foard,16,69,37,32,32,31,4,1,1,0,0,0,0,0,0,0,34,27,2,5
Foard,17,67,31,36,29,32,1,4,0,0,0,0,0,0,0,1,30,34,0,2
Foard,18,45,11,34,11,34,0,0,0,0,0,0,0,0,0,0,9,34,2,0
Fort,5,47863,24172,23691,13008,12449,5926,5894,128,211,4337,4353,10,16,747,784,16623,16083,7531,7613
Fort,6,46260,22884,23376,12253,11927,5719,5567,194,164,4231,5089,33,51,442,590,15852,16471,7017,6912
Fort,7,51416,24223,27193,13285,13693,4921,6142,265,182,5137,6615,30,37,567,542,17131,20093,7029,7100
Fort,8,64014,30111,33903,16737,17387,5808,7407,159,198,6916,8356,45,53,443,505,22018,25289,8089,8613
Fort,9,63612,30914,32698,16871,16824,5969,6972,168,191,7361,8121,33,30,507,565,22647,24410,8261,8288
Fort,10,63415,31202,32213,16764,16379,6312,7327,193,171,7447,7831,35,19,443,494,23328,24218,7855,8009
Fort,11,53230,26396,26834,14784,13962,5358,6311,133,169,5793,6043,28,14,285,350,20060,20822,6324,6015
Fort,12,49943,24110,25833,13470,13808,5067,6352,131,130,5056,5212,30,35,336,316,19181,20646,4894,5198
Fort,13,47596,23346,24250,13650,13434,5099,5813,158,102,4185,4628,9,23,242,253,19531,20302,3805,3948
Fort,14,38553,18169,20384,10316,11011,3598,4791,60,67,3966,4328,21,11,205,179,15433,17122,2726,3266
Fort,15,28106,13304,14802,7790,8402,2286,3161,49,36,3014,3053,3,12,152,148,11282,12684,2007,2118
Fort,16,16592,7595,8997,4610,5384,1029,1623,36,27,1855,1883,2,15,58,70,6579,7659,1011,1338
Fort,17,9334,4037,5297,2543,3321,468,866,14,19,981,1016,1,5,28,72,3463,4390,572,907
Fort,18,8347,3108,5239,2084,3676,321,735,10,22,672,789,1,1,18,18,2607,4274,495,968
Franklin,5,493,213,280,181,245,7,24,9,4,8,3,0,0,7,5,166,201,46,79
Franklin,6,525,277,248,254,220,1,16,1,2,6,4,0,0,16,5,181,187,89,63
Franklin,7,601,306,295,257,272,19,12,12,7,2,4,0,0,16,0,238,257,63,38
Franklin,8,613,310,303,290,289,10,10,2,2,4,1,0,0,3,2,239,258,72,45
Franklin,9,599,332,267,283,230,25,22,9,4,6,2,1,0,1,16,257,236,69,31
Franklin,10,589,271,318,246,281,16,18,0,0,3,18,0,0,3,4,215,272,52,47
Franklin,11,639,328,311,305,289,5,13,8,9,5,1,0,0,4,0,289,275,37,36
Franklin,12,746,383,363,331,337,31,9,2,5,10,9,0,0,4,8,337,337,39,26
Franklin,13,867,448,419,403,391,21,21,16,4,1,3,1,1,4,1,384,393,63,27
Franklin,14,688,328,360,318,335,7,16,2,2,0,1,0,0,1,6,321,329,9,32
Franklin,15,629,288,341,278,332,4,4,0,4,1,0,0,0,3,3,256,331,31,10
Franklin,16,534,265,269,247,251,6,11,1,1,1,0,0,1,6,9,253,263,8,6
Franklin,17,278,118,160,107,152,10,6,0,0,0,2,0,0,1,0,114,156,4,4
Franklin,18,260,120,140,117,129,1,4,1,4,0,1,0,0,2,1,120,138,1,2
Freestone,5,868,444,424,342,353,77,57,7,6,5,4,0,0,11,6,359,333,83,91
Freestone,6,1080,581,499,464,361,76,110,11,9,4,20,0,0,21,4,435,435,137,64
Freestone,7,1140,694,446,510,370,156,55,14,7,7,6,0,1,6,8,527,361,163,85
Freestone,8,1215,662,553,493,460,130,74,14,9,12,2,0,0,11,10,487,432,171,122
Freestone,9,1353,827,526,622,411,170,96,9,10,7,4,0,0,15,9,658,438,164,87
Freestone,10,1329,747,582,546,500,168,63,11,12,6,3,2,0,9,9,619,469,123,117
Freestone,11,1119,623,496,466,400,130,69,13,10,2,14,0,0,9,6,509,443,109,53
Freestone,12,1327,673,654,559,536,88,106,17,2,5,6,0,1,3,4,572,598,99,57
Freestone,13,1314,674,640,526,516,114,110,11,8,16,4,0,0,7,2,629,580,40,65
Freestone,14,1243,637,606,510,485,108,110,8,3,1,1,0,0,10,7,588,591,47,15
Freestone,15,1068,502,566,435,481,55,72,3,1,0,2,0,0,9,10,485,544,18,21
Freestone,16,820,383,437,324,380,46,54,0,1,0,0,0,0,12,3,359,426,25,12
Freestone,17,482,214,268,172,223,35,39,0,0,1,1,0,0,3,8,209,261,2,7
Freestone,18,469,172,297,144,239,25,52,1,2,0,1,1,0,2,2,165,287,8,10
